feature,log2FC,pval,qval
EC2-1-1-144,1.715447595,0.105454398,0.20717684
EC2-7-1-170,1.316280244,0.105446345,0.20717684
EC3-6-3-21,0.949313246,0.105820161,0.207685427
EC2-4-1-5,1.063263573,0.106208435,0.208237123
EC1-3-8-13,1.018274683,0.106478654,0.20839202
EC2-1-1-176,0.187748458,0.106501943,0.20839202
EC1-1-1-284,1.598453985,0.106805343,0.20856561
EC6-5-1-4,1.658772144,0.106778066,0.20856561
EC4-2-1-147,-0.5649409,0.107091552,0.208914544
EC1-1-1-46,0.813888035,0.107909739,0.210299521
EC5-1-3-29,1.872494339,0.10820626,0.210666095
EC4-2-2-n1,1.883539146,0.108371628,0.210776851
EC2-3-1-234,-0.1731961,0.108598647,0.210994307
EC2-7-1-73,1.847761196,0.108700618,0.210994307
EC1-1-5-8,1.130420086,0.108827974,0.211030691
EC2-3-1-191,1.919535477,0.10894104,0.211039322
EC2-7-7-n1,1.031806396,0.109238384,0.211404563
EC1-14-13-48,1.329272543,0.109812322,0.212092784
EC6-3-5-10,0.502963981,0.109788343,0.212092784
EC3-2-1-97,1.21395736,0.110033354,0.212308646
EC1-17-5-3,1.584083048,0.110415832,0.212835279
EC3-1-3-12,1.481611309,0.111291556,0.214098508
EC3-6-3-44,0.557638912,0.11124052,0.214098508
EC1-3-3-3,1.741267094,0.111511438,0.214309321
EC4-2-1-52,-0.769899298,0.112523422,0.216040523
EC1-6-1-2,1.704650691,0.112752119,0.21626591
EC4-2-2-25,-0.591754107,0.113135943,0.216788104
EC1-1-99-14,0.955768286,0.113328556,0.216943236
EC2-8-1-2,1.708984988,0.113714131,0.21703984
EC3-4-19-3,0.517164709,0.113642003,0.21703984
EC4-2-1-107,0.794701941,0.113511452,0.21703984
EC1-13-11-53,1.101294501,0.113952303,0.217280986
EC4-1-3-17,0.996103954,0.115407441,0.219839861
EC1-10-3-10,-1.095451406,0.115823743,0.219985859
EC1-15-1-2,0.455979651,0.115669657,0.219985859
EC3-1-3-15,0.38727415,0.115812005,0.219985859
EC2-7-7-73,1.254574687,0.115939468,0.219990611
EC2-6-1-29,-0.764079108,0.116283512,0.220428161
EC1-3-3-11,0.928115096,0.116713549,0.220696878
EC3-4-11-10,0.814722872,0.11655081,0.220696878
EC7-5-2-4,1.016479204,0.116766027,0.220696878
EC2-1-1-265,0.769125803,0.117113661,0.22092412
EC2-1-3-6,1.42763936,0.117056275,0.22092412
EC4-1-1-15,-0.715145229,0.117371439,0.221195642
EC1-2-1-88,1.611149954,0.117535211,0.221289646
EC3-1-4-1,0.397355147,0.118190746,0.22230844
EC1-2-1-91,0.933835138,0.118593312,0.222418633
EC1-2-99-6,1.234238902,0.118587871,0.222418633
EC3-3-2-12,0.933835138,0.118593312,0.222418633
EC3-6-1-45,1.548025755,0.118707217,0.222418633
EC3-5-99-6,0.165381358,0.118838453,0.222450014
EC3-4-22-71,0.706584655,0.119466069,0.223409598
EC1-1-1-8,1.633414109,0.119886768,0.223980759
EC2-4-2-9,0.221051103,0.12029683,0.224530971
EC2-7-1-184,1.388185872,0.120613252,0.224905516
EC3-1-3-81,0.813016998,0.120737185,0.224920759
EC7-3-2-5,1.060969676,0.121611253,0.226332054
EC1-1-1-107,0.484996815,0.122227646,0.227092467
EC1-14-14-10,0.688587719,0.122253587,0.227092467
EC2-5-1-114,-0.51264036,0.122819687,0.227708637
EC3-6-3-5,0.798017428,0.122724987,0.227708637
EC1-2-7-1,0.654281151,0.123072321,0.227959504
EC1-8-4-2,-0.344294618,0.123370554,0.228077056
EC2-7-1-45,-1.12720158,0.123345043,0.228077056
EC1-6-6-9,1.614167746,0.123775928,0.228391859
EC4-1-1-98,1.80386877,0.123759061,0.228391859
EC4-4-1-28,1.453065605,0.124173075,0.228907292
EC1-7-1-15,1.994862688,0.124598057,0.229473009
EC3-11-1-3,-0.376117289,0.125489189,0.230895354
EC1-17-7-4,-0.156965,0.126017226,0.231647559
EC1-1-99-33,-0.464450377,0.126263685,0.231866549
EC4-2-3-153,-0.494717753,0.126375026,0.231866549
EC2-6-1-37,0.834556631,0.126782564,0.232394833
EC1-12-98-2,-0.489576393,0.126955826,0.232475696
EC1-3-1-34,1.231078288,0.127065975,0.232475696
EC2-1-1-64,1.015546911,0.127536743,0.232612015
EC2-7-1-189,1.297051662,0.127438208,0.232612015
EC3-1-26-3,-0.166570294,0.127387215,0.232612015
EC4-3-3-7,0.135330063,0.127705426,0.232612015
EC4-3-99-2,-1.25944163,0.127739074,0.232612015
EC3-1-1-61,-0.708658602,0.128073722,0.233003036
EC3-6-1-61,0.737448094,0.128369923,0.233323443
EC1-1-99-1,1.766084998,0.128595555,0.233515106
EC5-4-2-1,-0.911948321,0.128793896,0.2336569
EC1-5-5-2,1.409632784,0.129219394,0.234210151
EC1-1-1-399,1.541601294,0.129694587,0.234663318
EC2-1-1-77,1.594306826,0.129710964,0.234663318
EC2-3-1-101,-0.427311469,0.130024334,0.234793012
EC4-2-1-12,1.6280869,0.129915381,0.234793012
EC1-7-1-4,2.087973014,0.130353095,0.235168118
EC2-7-7-3,-0.145510519,0.13095366,0.236032432
EC1-14-99-36,1.092825851,0.131674273,0.236266024
EC2-7-1-66,0.636051962,0.131307183,0.236266024
EC3-2-1-74,-1.013965001,0.131684352,0.236266024
EC4-1-3-27,0.375303918,0.131590062,0.236266024
EC4-2-1-33,0.193352469,0.131691253,0.236266024
EC2-1-1-35,1.753332371,0.133730195,0.23970207
EC5-1-2-3,1.881951149,0.133853189,0.23970207
EC1-1-99-31,0.501247022,0.134015037,0.239770918
EC2-7-1-207,0.791135731,0.134818022,0.240613523
EC3-4-24-57,1.367522988,0.134857502,0.240613523
EC3-6-5-3,-0.572995618,0.134841428,0.240613523
EC3-4-11-23,1.731389842,0.13528011,0.241146104
EC4-2-1-81,1.341297057,0.135830486,0.241905257
EC1-2-2-1,0.90223245,0.136171693,0.242290843
EC3-5-4-29,-0.393734627,0.136371276,0.24242396
EC4-3-1-3,0.701285805,0.13665368,0.242703931
EC4-2-3-3,0.178671355,0.136912305,0.242941195
EC4-1-1-25,1.29398103,0.137074728,0.243007479
EC6-1-1-17,-0.160333724,0.137497049,0.243533971
EC2-7-2-15,1.724044676,0.137792871,0.243835655
EC2-4-1-7,0.970217925,0.13806314,0.243967766
EC2-4-99-13,1.503809332,0.138142993,0.243967766
EC4-4-1-24,0.454022693,0.138244215,0.243967766
EC1-5-98-1,-0.450929518,0.138413755,0.244045304
EC2-4-1-25,-0.157873786,0.138693984,0.244173389
EC3-4-21-83,1.563608454,0.138737736,0.244173389
EC1-5-3-2,0.657391451,0.13978805,0.24572699
EC3-1-4-3,0.515043638,0.139873418,0.24572699
EC5-4-99-22,1.492509383,0.140044332,0.245805002
EC2-1-1-266,1.4516242,0.140194437,0.245846382
EC1-2-1-68,1.050272414,0.141246362,0.247182937
EC3-5-1-78,1.782486567,0.141140621,0.247182937
EC5-1-99-7,0.712889034,0.141338262,0.247182937
EC2-3-1-57,0.742568788,0.141703571,0.247376495
EC2-6-1-33,0.599093191,0.141610905,0.247376495
EC2-1-1-298,1.663474377,0.142903216,0.249246813
EC4-1-2-53,1.423369865,0.14332719,0.249762089
EC1-4-1-24,-0.480870612,0.14389462,0.250306419
EC3-2-1-73,-1.225384274,0.143897205,0.250306419
EC1-2-1-60,0.492222689,0.144435,0.251017177
EC2-7-8-26,0.170130026,0.144619708,0.251113576
EC1-1-1-381,0.699985937,0.145215716,0.251698606
EC1-16-1-3,1.696766024,0.145168273,0.251698606
EC3-4-17-14,-0.830883323,0.145398998,0.251791669
EC2-3-1-35,-0.261985021,0.145664282,0.252026446
EC1-2-1-59,-0.697761029,0.146427847,0.253122159
EC2-8-3-1,-0.850862129,0.146667879,0.253311723
EC3-1-4-14,1.487166049,0.146986356,0.253411259
EC6-1-1-21,-0.183085275,0.146933472,0.253411259
EC2-4-1-281,-0.670924075,0.147658723,0.254344768
EC3-4-24-3,0.725949431,0.147798664,0.254360323
EC3-5-1-103,-0.244836817,0.148170497,0.254549316
EC5-5-1-4,-0.988975233,0.148095133,0.254549316
EC7-6-2-5,1.3108679,0.149310886,0.256281848
EC1-7-99-1,0.304073216,0.149609786,0.256341989
EC2-4-1-352,1.239178187,0.149554393,0.256341989
EC2-7-8-11,-1.070050623,0.150131099,0.256857125
EC7-3-2-1,-0.157878624,0.150174829,0.256857125
EC5-4-99-24,0.591184263,0.150394901,0.257007294
EC3-5-99-4,1.022968689,0.150644118,0.257206961
EC3-5-3-9,0.849641245,0.151169817,0.257877924
EC2-7-4-3,-0.152468995,0.151591746,0.258220657
EC6-3-2-45,1.212593496,0.151636526,0.258220657
EC2-7-1-33,0.1445921,0.151893655,0.258277548
EC5-4-99-2,0.795681124,0.151935789,0.258277548
EC7-5-2-6,1.356204262,0.152395062,0.258831822
EC2-7-7-27,0.243796503,0.152756818,0.259219648
EC2-1-1-10,1.077230771,0.153444439,0.260159289
EC2-5-1-64,1.550285068,0.154548948,0.26157544
EC5-99-1-2,0.132456089,0.154547041,0.26157544
EC1-8-4-13,1.36034486,0.155124271,0.262297793
EC5-1-99-8,1.101106019,0.155245735,0.262297793
EC1-1-1-276,-1.183390134,0.156736342,0.264586197
EC1-3-1-6,0.709738001,0.157046983,0.264650727
EC3-2-2-27,0.216399907,0.156939017,0.264650727
EC3-1-3-74,1.323390962,0.157221516,0.264715256
EC1-1-1-35,-1.371470252,0.157467446,0.264899782
EC2-4-1-292,-0.903090394,0.157874154,0.265124876
EC2-7-1-168,0.484204125,0.157846202,0.265124876
EC2-6-1-2,-1.133910052,0.158170942,0.265393904
EC1-16-1-1,0.632485145,0.158528948,0.265509586
EC2-8-1-7,0.131648011,0.158649835,0.265509586
EC3-6-1-67,1.385254233,0.158544047,0.265509586
EC2-7-1-202,2.215652137,0.159119283,0.266050638
EC2-7-4-1,0.166854433,0.159246985,0.266050638
EC2-6-1-66,1.304152691,0.159705108,0.26658679
EC3-1-6-6,0.926046996,0.160242144,0.26702443
EC5-4-99-9,0.338660471,0.160170656,0.26702443
EC2-7-1-192,1.128031485,0.160574911,0.26734966
EC1-1-1-51,-0.563907828,0.160721263,0.267364224
EC3-1-1-4,1.340830701,0.161070783,0.26771645
EC2-3-1-46,1.485000209,0.161802401,0.268244083
EC3-7-1-8,0.926260484,0.161552503,0.268244083
EC4-2-1-53,-0.383385087,0.161710728,0.268244083
EC4-1-1-104,0.808960351,0.162463709,0.269110815
EC3-1-2-26,0.362328399,0.163207165,0.270112028
EC3-2-1-32,-0.618257852,0.163404573,0.270208583
EC1-14-12-19,1.354066511,0.163717605,0.270496009
EC6-1-1-19,-0.140793418,0.164248993,0.27114341
EC2-1-1-188,0.913100047,0.164406202,0.271172538
EC1-1-1-251,1.458490973,0.164868315,0.271704101
EC2-4-1-289,0.599055625,0.165068752,0.271803886
EC1-21-98-4,0.669843126,0.165517192,0.272311519
EC1-12-2-1,0.365923561,0.165827363,0.272591003
EC3-1-11-1,1.814122918,0.166193801,0.27296243
EC4-1-2-57,1.212858646,0.166608337,0.273412161
EC2-4-1-4,0.538676197,0.168202144,0.275794739
EC1-14-14-51,1.214838286,0.168890499,0.276689916
EC3-2-1-180,-0.520816312,0.169693346,0.277770995
EC2-5-1-97,-1.092017477,0.170698989,0.279181932
EC1-11-1-18,1.005105078,0.171789916,0.280490279
EC1-8-5-7,1.226222315,0.171947332,0.280490279
EC2-4-1-10,0.868963032,0.172076383,0.280490279
EC2-7-7-59,1.866200954,0.171769884,0.280490279
EC1-3-98-1,0.857548461,0.172760349,0.281369118
EC2-3-1-182,-0.419103831,0.173240516,0.281914844
EC2-7-7-4,-0.355270997,0.173430773,0.281988278
EC2-7-4-25,-0.134886069,0.174126785,0.282646903
EC3-1-2-28,1.793153682,0.174078158,0.282646903
EC1-17-1-9,1.978393091,0.174549353,0.283096321
EC2-7-1-92,-0.268939173,0.175212689,0.283935159
EC1-1-1-77,-0.319498197,0.17606112,0.285072297
EC6-3-4-23,-0.418015061,0.17667765,0.285832367
EC1-1-1-36,1.11856277,0.177059495,0.286060808
EC3-1-3-82,1.492998202,0.177260532,0.286060808
EC4-2-1-120,1.232479154,0.177243821,0.286060808
EC1-17-99-5,0.669650622,0.178100881,0.287178433
EC3-5-1-102,-0.401782555,0.178456499,0.287513249
EC1-1-1-329,0.476968382,0.179028038,0.28774344
EC4-2-1-149,1.339654328,0.178919158,0.28774344
EC6-3-5-1,-0.226442501,0.179043653,0.28774344
EC3-4-19-13,1.288171274,0.179386699,0.288056492
EC6-3-5-7,-0.272869206,0.180183437,0.289096959
EC1-12-1-2,-0.613365567,0.180580169,0.289494446
EC3-6-3-6,0.742251132,0.18128131,0.290378884
EC6-1-1-23,0.238108309,0.181551573,0.290572245
EC4-2-1-35,0.696149229,0.181750397,0.290651046
EC3-7-1-4,-0.704049235,0.183211169,0.292505589
EC4-3-1-4,-1.144395637,0.183195027,0.292505589
EC6-2-1-17,1.254710472,0.18401715,0.293551167
EC1-2-7-8,-0.551483259,0.184905021,0.29400201
EC2-7-1-51,0.941258618,0.184748221,0.29400201
EC3-5-99-7,0.537414694,0.184852825,0.29400201
EC7-3-2-3,1.511046975,0.184796717,0.29400201
EC3-1-12-1,-0.373225437,0.185200071,0.294230367
EC5-1-3-8,0.924498274,0.185497807,0.294462613
EC2-4-2-22,0.120549917,0.186843776,0.296357108
EC4-2-3-5,0.139979642,0.187168017,0.296629248
EC2-7-1-22,1.209061829,0.188326065,0.298221308
EC1-1-1-346,1.1915843,0.188867018,0.298348468
EC3-4-25-1,-0.822159888,0.188699908,0.298348468
EC4-3-2-10,0.164826343,0.188790281,0.298348468
EC1-1-1-56,0.70788763,0.189249861,0.298710382
EC2-5-1-42,-0.433046593,0.190460894,0.300344082
EC3-1-1-2,0.841057652,0.190594057,0.300344082
EC1-13-11-24,1.167964726,0.191890041,0.302141288
EC2-1-2-1,-0.11557326,0.192624205,0.303051684
EC2-6-99-2,-0.705748186,0.193415672,0.304050688
EC3-1-2-14,1.120145602,0.193851988,0.304244275
EC7-2-2-8,1.389036517,0.193736268,0.304244275
EC1-5-1-34,0.860618182,0.194428615,0.304902986
EC4-1-1-74,1.029085706,0.19485324,0.304972811
EC4-2-2-n2,1.545896861,0.194801822,0.304972811
EC6-3-4-13,0.116104455,0.19494402,0.304972811
EC3-6-3-20,0.29930075,0.195782806,0.306038611
EC2-3-1-202,-0.717991247,0.196086034,0.306266209
EC3-6-1-8,1.035733025,0.1964736,0.306625065
EC2-7-1-201,1.159778499,0.198324473,0.309265209
EC2-7-1-198,1.147557256,0.19851444,0.309313197
EC5-3-1-25,0.288676089,0.198923285,0.309701877
EC3-5-4-39,-0.408968697,0.200958688,0.312620281
EC4-1-1-8,1.435642273,0.201439703,0.312867581
EC6-5-1-2,0.124116453,0.201356466,0.312867581
EC1-7-5-1,1.734160592,0.202310391,0.31383899
EC3-1-26-12,-1.210185019,0.202388191,0.31383899
EC7-2-1-1,-0.790422985,0.20270015,0.314072083
EC2-7-1-166,0.355801812,0.20306662,0.314138888
EC3-4-24-15,0.285450498,0.20302718,0.314138888
EC1-1-1-264,1.497582432,0.203467225,0.314258202
EC4-2-1-90,1.253682921,0.203372693,0.314258202
EC5-4-99-27,1.491101406,0.204422624,0.315483049
EC4-1-1-41,-0.940185502,0.20502767,0.316165685
EC2-7-7-67,-0.329528138,0.205877361,0.317224197
EC3-1-3-22,1.211529308,0.207370157,0.319018381
EC3-1-3-50,1.211529308,0.207370157,0.319018381
EC1-1-5-3,0.883665522,0.209294923,0.321216458
EC2-7-7-82,0.274784279,0.20917811,0.321216458
EC3-1-3-5,0.284627732,0.208975783,0.321216458
EC5-4-2-11,0.42349886,0.210058996,0.322134671
EC3-4-17-19,-0.483390301,0.210549274,0.322631892
EC4-1-99-14,-0.971863288,0.210933742,0.322966321
EC1-1-1-28,0.487761663,0.211458506,0.323514864
EC3-1-4-16,1.015468245,0.211912184,0.323953873
EC1-3-1-89,-0.488900546,0.212142742,0.324051374
EC3-1-4-53,1.309160899,0.212624936,0.324532797
EC4-3-1-12,-1.156687829,0.213822268,0.326104134
EC2-8-1-1,0.386215413,0.215394977,0.327987807
EC4-3-1-32,-0.373035219,0.215285354,0.327987807
EC2-3-1-n5,1.118171776,0.216356112,0.329193364
EC1-11-1-5,1.213774919,0.216953947,0.329780867
EC2-7-7-19,1.152074511,0.217081693,0.329780867
EC2-3-1-117,1.077743951,0.217395564,0.329999672
EC3-2-1-183,-0.928506741,0.217620005,0.33008249
EC1-1-1-373,1.016324557,0.218180202,0.33067405
EC3-2-1-18,0.639267003,0.219506494,0.332424877
EC1-2-1-22,1.005953863,0.219811311,0.332627241
EC6-1-1-5,-0.143885121,0.220636469,0.333616078
EC5-4-2-9,-0.899203482,0.220898249,0.333752175
EC3-6-3-28,0.88574041,0.221536331,0.3341965
EC4-2-2-21,-0.40289809,0.221489494,0.3341965
EC2-5-1-7,-0.139258658,0.221832108,0.334383076
EC3-4-19-5,1.055208114,0.222033971,0.334427912
EC2-1-1-163,-0.328287747,0.222624131,0.335057077
EC4-2-1-104,-1.358916088,0.223084958,0.335490769
EC5-1-3-26,0.40632921,0.224360277,0.337147732
EC6-3-2-29,0.753188181,0.225280988,0.338269675
EC2-6-1-39,0.7362726,0.225520886,0.338368403
EC4-2-1-136,0.139217156,0.226983799,0.340300556
EC6-1-1-7,-0.120851891,0.227327859,0.340553608
EC6-3-2-2,0.659087948,0.227882857,0.341122027
EC7-6-2-2,1.190169437,0.228694389,0.342073285
EC7-4-2-1,0.865573413,0.229015851,0.342290615
EC2-4-1-320,-0.811560962,0.229981719,0.343206206
EC3-5-1-54,1.082948784,0.229921159,0.343206206
EC2-3-2-3,0.207680924,0.231459054,0.344239208
EC2-6-1-11,0.204586842,0.231559776,0.344239208
EC3-1-1-10,-1.111801888,0.231217063,0.344239208
EC3-2-1-187,0.652865958,0.231479321,0.344239208
EC3-6-1-3,-0.354247014,0.23151909,0.344239208
EC2-3-1-38,0.56622196,0.232232963,0.34497603
EC2-6-1-77,0.899292948,0.232459492,0.345048735
EC5-3-1-13,1.139331955,0.234145882,0.347286602
EC1-6-99-1,0.921536336,0.234969182,0.348241892
EC2-7-8-37,1.614569805,0.235736375,0.348846745
EC3-4-13-22,-0.469178369,0.235704015,0.348846745
EC1-8-4-12,0.330386788,0.236169604,0.349221872
EC1-1-1-131,-0.762310424,0.236352684,0.349226818
EC2-1-1-196,-0.415877496,0.237194848,0.350059334
EC6-1-1-6,-0.122348837,0.23727645,0.350059334
EC3-2-1-172,-0.699283561,0.237481886,0.350096589
EC5-4-99-16,-0.628266452,0.237991833,0.350582359
EC2-7-7-76,0.753976321,0.239173838,0.35136117
EC3-5-4-43,-0.721033709,0.238975511,0.35136117
EC4-1-1-48,0.23016142,0.239092683,0.35136117
EC4-3-2-1,0.118252415,0.239243864,0.35136117
EC3-2-1-37,0.403654654,0.239855554,0.35199346
EC1-14-12-18,0.833683403,0.240655258,0.352634364
EC4-3-1-18,0.49549274,0.240608904,0.352634364
EC2-7-4-22,-0.094934852,0.240885302,0.352705458
EC1-13-12-4,0.460117488,0.241166267,0.352850946
EC2-2-1-9,0.549881359,0.241511774,0.353025024
EC2-4-2-19,0.244641492,0.241648627,0.353025024
EC2-3-1-179,0.117409878,0.242857808,0.354524959
EC1-1-1-169,0.123395144,0.24392181,0.355810869
EC6-3-3-1,0.139727622,0.245718603,0.358162975
EC2-4-1-251,-0.474335301,0.246639714,0.359236105
EC2-5-1-89,-0.332348616,0.246841105,0.359260125
EC3-1-3-70,1.210978578,0.247462356,0.359703858
EC6-2-1-30,0.392249203,0.247516242,0.359703858
EC4-1-1-18,1.045929886,0.247835473,0.359898598
EC1-17-7-3,0.146899572,0.248648595,0.360809723
EC2-7-7-12,0.167940084,0.248878519,0.360873853
EC1-1-1-237,0.74608001,0.250409658,0.362350439
EC1-17-98-1,-0.535136524,0.250304734,0.362350439
EC4-2-1-20,0.129017261,0.250456325,0.362350439
EC2-8-1-10,-0.186864879,0.251254963,0.362695686
EC3-4-21-53,0.131995653,0.250919795,0.362695686
EC3-5-4-28,0.390010571,0.251229112,0.362695686
EC2-4-1-21,-0.140897741,0.251558496,0.36286426
EC3-5-4-41,-0.298630318,0.251833893,0.362992028
EC3-5-2-12,0.858715952,0.252318653,0.363421159
EC6-5-1-3,0.374734921,0.254607732,0.366446536
EC2-7-1-11,-0.101078608,0.255196586,0.367022181
EC3-5-4-16,0.191530827,0.256337245,0.368389991
EC3-5-1-105,0.877296609,0.257172143,0.369316684
EC2-4-1-56,0.671968632,0.257712088,0.369818749
EC2-4-1-73,0.681354654,0.258583919,0.370795981
EC3-1-1-27,-0.806003547,0.259293491,0.371539272
EC2-8-2-22,-0.738306563,0.262833217,0.37627982
EC4-2-1-43,0.289913529,0.262989189,0.37627982
EC3-4-11-6,0.410582324,0.263762719,0.377108877
EC2-5-1-101,-0.632169411,0.265546168,0.379379562
EC3-2-1-n2,-0.797941303,0.26697412,0.380859556
EC4-1-3-38,0.831443765,0.266799525,0.380859556
EC2-1-3-15,0.16053703,0.267856158,0.381727178
EC3-2-1-91,0.581867192,0.267975229,0.381727178
EC1-1-1-193,-0.196166304,0.26951728,0.3827779
EC2-6-1-13,0.796251193,0.269450131,0.3827779
EC3-1-21-4,0.536452217,0.269139483,0.3827779
EC3-5-1-10,0.5929561,0.269708815,0.3827779
EC3-6-3-25,0.274936787,0.26930491,0.3827779
EC6-2-1-33,0.8810408,0.269894865,0.3827779
EC3-4-24-71,-1.010925468,0.271572127,0.384875742
EC2-1-4-1,0.477958479,0.271879421,0.385030404
EC3-2-1-40,0.925912383,0.272260324,0.385276955
EC4-3-99-3,-0.297426104,0.272450096,0.385276955
EC2-7-1-217,0.781532869,0.272761614,0.385436957
EC2-7-8-7,0.258503778,0.273353764,0.385992997
EC3-6-1-1,0.217575132,0.274089521,0.386750864
EC3-2-1-55,0.338832297,0.274430645,0.386951192
EC5-4-99-12,0.143408513,0.275794249,0.388591897
EC4-3-1-14,0.382825029,0.276003396,0.388604781
EC3-1-1-85,1.28790399,0.276950684,0.389656176
EC4-2-1-79,1.162932011,0.2772383,0.389778594
EC6-3-5-5,0.096514315,0.277533317,0.389911233
EC4-3-2-3,1.14738323,0.278220936,0.390594855
EC3-2-2-10,1.016052471,0.278757723,0.391065888
EC2-8-1-13,-0.141344479,0.279526669,0.391861701
EC5-3-1-14,0.262639553,0.27988339,0.392078894
EC1-1-1-157,0.347795531,0.280268187,0.392087344
EC3-4-21-116,-0.385567646,0.280293011,0.392087344
EC2-1-1-206,-0.335331248,0.282283916,0.394588236
EC2-1-1-216,-0.254122685,0.283067462,0.394831356
EC2-1-1-242,0.551137302,0.282942639,0.394831356
EC4-3-3-6,-0.350024331,0.282917201,0.394831356
EC2-7-7-6,-0.102127715,0.2839509,0.395779483
EC2-1-1-227,0.884870664,0.284214007,0.395862233
EC3-2-1-n1,-0.738018441,0.284502251,0.395979852
EC2-4-1-329,0.900448999,0.285192438,0.39665634
EC7-1-1-7,1.431365426,0.287385406,0.399420489
EC1-3-7-11,-0.318895665,0.288795672,0.401093632
EC2-1-1-210,-0.360282088,0.289122566,0.401260818
EC6-3-3-2,0.109564257,0.28982805,0.40195282
EC3-4-23-51,1.2084003,0.290299478,0.402319462
EC5-4-99-61,0.373823714,0.290850966,0.402796456
EC2-6-1-57,1.146505795,0.291192699,0.402982488
EC4-1-3-39,-0.644560548,0.292883841,0.40503438
EC5-4-2-6,0.433455171,0.29344061,0.405515722
EC4-1-1-47,1.225747503,0.293862885,0.405810651
EC5-1-1-3,0.099491864,0.294484044,0.406379614
EC4-1-1-12,-0.599052306,0.295063446,0.406601615
EC4-2-2-12,-0.726371573,0.294865642,0.406601615
EC3-1-4-46,0.306317322,0.296463256,0.408241039
EC3-6-1-65,0.799924692,0.297163126,0.408914981
EC3-1-1-96,-0.09973974,0.29757328,0.409189584
EC3-2-1-96,0.64483655,0.298296056,0.409843211
EC3-4-21-88,0.162064762,0.29847048,0.409843211
EC2-4-1-345,1.053635373,0.299382108,0.410804686
EC2-5-1-78,-0.156734979,0.300053848,0.411435869
EC2-6-1-16,0.120817131,0.30101438,0.411887402
EC2-7-4-8,0.080656539,0.301238969,0.411887402
EC3-1-4-58,0.754753778,0.301443071,0.411887402
EC3-4-14-12,-0.663876497,0.301243921,0.411887402
EC3-5-1-77,0.489006807,0.300617714,0.411887402
EC3-2-1-83,-0.526213554,0.301924912,0.41225587
EC3-2-1-8,0.321254491,0.302559023,0.412831588
EC1-1-1-287,-0.48892375,0.303897452,0.414366842
EC6-2-1-48,0.861589087,0.305066763,0.415669509
EC3-2-2-4,0.748238314,0.306046696,0.416420679
EC3-5-3-22,-0.516183141,0.305979051,0.416420679
EC2-7-14-1,-0.383052596,0.306301157,0.416475261
EC2-3-1-19,0.688694127,0.306917771,0.416748222
EC4-1-1-23,-0.089527479,0.306930883,0.416748222
EC2-7-1-24,-0.094615749,0.307826448,0.417672339
EC1-2-7-3,-0.971041339,0.308208757,0.417899242
EC3-6-3-43,-0.57975913,0.310733743,0.421029053
EC3-6-1-31,-0.118329643,0.31154064,0.421828198
EC3-5-4-42,1.013070351,0.312033151,0.421907037
EC6-2-1-16,-0.838390636,0.311913187,0.421907037
EC1-1-1-336,-0.553424156,0.31373629,0.42391489
EC2-3-1-1,-0.130451377,0.315077686,0.425065965
EC3-4-21-26,-0.588614975,0.315244496,0.425065965
EC4-3-2-2,-0.097607895,0.315080998,0.425065965
EC3-5-4-26,-0.176861885,0.318011538,0.428499596
EC1-1-1-22,-0.131445007,0.318579667,0.428967631
EC6-1-1-10,-0.111674215,0.319147483,0.429434598
EC2-4-1-290,-0.666698092,0.319969766,0.430243083
EC2-7-1-40,-0.108530432,0.321299542,0.431732373
EC4-2-1-55,-0.459317962,0.321769932,0.432065638
EC2-3-1-86,-0.846262987,0.322346983,0.432541566
EC6-3-2-4,0.066186832,0.322724372,0.432749107
EC5-3-1-16,0.123909621,0.32407266,0.434257365
EC2-1-2-5,-0.604330118,0.32630206,0.436943421
EC6-3-5-9,-0.763205357,0.327961163,0.43886263
EC4-2-2-8,-0.843653765,0.328848046,0.439746561
EC6-2-1-25,0.36427967,0.329408699,0.439890792
EC6-3-4-2,-0.096036055,0.329224105,0.439890792
EC2-1-1-297,-0.16863765,0.329827765,0.440147904
EC2-7-2-8,-0.100072969,0.332078264,0.442846992
EC4-2-1-135,0.446895413,0.332334354,0.442884534
EC1-1-1-262,0.584294546,0.33308046,0.443574594
EC1-2-1-41,0.076728614,0.334122619,0.444657704
EC1-21-4-1,0.675921625,0.335398399,0.446050026
EC3-4-21-92,-0.110205898,0.339084872,0.450644259
EC1-14-11-33,0.639933229,0.340218756,0.451842134
EC2-4-1-175,-0.603269398,0.341093363,0.452385259
EC2-4-1-226,-0.603269398,0.341093363,0.452385259
EC2-1-2-10,-0.32720584,0.342040565,0.453332072
EC2-5-1-30,0.83543826,0.342928141,0.454198621
EC6-1-1-15,-0.085834561,0.343344204,0.454439911
EC4-1-2-28,0.385798309,0.343685578,0.454582082
EC2-1-1-34,-0.713784866,0.34408095,0.454795432
EC1-6-5-11,0.283269456,0.344394153,0.454899958
EC2-7-8-28,-0.215434829,0.345476298,0.455718874
EC5-1-3-1,0.072050588,0.345483223,0.455718874
EC1-4-99-5,0.193769616,0.34592593,0.455993271
EC4-2-1-114,-0.193323047,0.347177559,0.457332879
EC1-3-1-9,0.373570923,0.348198013,0.458144651
EC3-6-1-27,0.074059057,0.348265389,0.458144651
EC2-4-1-44,0.869067563,0.349948229,0.459133424
EC2-7-1-167,0.595426498,0.349405744,0.459133424
EC3-5-2-19,0.245187429,0.349659091,0.459133424
